id;codigo Otto;nivel Otto;nome da bacia hidrografica;nome do curso principal;principais afluentes;sub-bacias hidrograficas;suprabacia(s);ordem de Horton-Strahler;ordem de Gravelius;area total;area territorial;comprimento curso principal;numero de cursos d'agua;soma dos comprimentos do cursos d'agua;comprimento medio dos cursos d'agua;densidade hidrografica;densidade de drenagem;coeficiente de manutencao;distancia da foz ao oceano;distancia da nascente ao oceano;classe de tamanho da bacia;populacao em 2010;numero de municipios;disponibilidade hidrica;populacao_c;demanda total;demanda humana urbana;demanda humana rural;demanda da industria de transformacao;demanda da mineracao;demanda das termoeletricas;demanda animal;demanda da irrigacao
48;6654;4;Bacia do Rio Cajazeiras;Rio Cajazeiras;Igarape Palmeira, Rio do Meio, Rio da Direita, Igarape do Ricardo;Bacia do Rio da Direita, Bacia do Igarape do Ricardo, Bacia do Rio do Meio (PA), Bacia do Igarape Palmeira;Bacia Tocantins-Araguaia;6;2;5849,144938;5849,145;189,5245808;383;1336,197073;3,488765204;0,065479656;0,228443146;4377,456781;567,3050649;756,8296457;Pequena;24169;3;28,009;24169;0,278205;0,0190346;0,0204869;0,000387564;0;0;0,237168;0,00112812
49;6742;4;Bacia do Rio Poti;Rio Poti;Rio do Cais, Rio Macambira e Rio Inhucu, Rio Berlengas, Rio Sambito;Bacia do Rio do Cais, Bacia Macambira-Inhucu, Bacia do Rio Berlengas, Bacia do Rio Sambito;Bacia do Rio Parnaiba;7;2;52275,81555;52275,816;514,787994;953;6059,620213;6,35846822;0,018230227;0,115916321;8626,912861;404,4119351;919,199929;Media;1056940;84;1,044;1056940;5,57696;2,0588;0,263073;0,158201;0,00616657;0;0,486489;2,60423
50;6864;4;Bacia do Rio Paranapanema;Rio Paranapanema;Rio Pardo, Rio Tibaji, Rio Itarare, Rio das Cinzas;Bacia do Rio Tibaji, Bacia do Rio das Cinzas, Bacia do Rio Itarare, Bacia do Rio Pardo (SP);Bacia do Rio da Prata e Bacia do Rio Parana;7;3;102161,1064;102161,106;912,0591771;2862;16961,52342;5,926458218;0,028014575;0,16602721;6023,10912;2357,305048;3269,364226;Media;4395107;260;350,203;4395107;39,076;10,0748;0,65508;10,3207;0,184932;0,346368;3,77841;13,7157
51;6522;4;Bacia do Rio Charapucu;Rio Charapucu;Rio Cajari;Bacia do Rio Cajari (PA);Bacia do Rio Jacare Grande;5;2;1710,555127;1710,555;119,0120344;89;225,9230228;2,53846093;0,052029893;0,13207585;7571,406869;63,26638945;182,2784239;Pequena;4216;3;0,322;4216;0,00933297;0;0,00633888;0;0;0;0,00259787;0,000396306
52;6648;4;Bacia Aratau-Pacajazinho;Rio Aratau e Rio Pacajazinho;Rio Jacare, Rio Quilometro Duzentos e Quinze, Igarape Doze, Rio Capivara;Bacia do Rio Jacare (PA), Bacia do Rio Quilometro Duzentos e Quinze, Bacia do Igarape Doze, Bacia do Rio Capivara;Bacia Tocantins-Araguaia e Bacia do Rio Pacaja;5;3;4635,102033;4635,102;233,4264524;174;746,0554484;4,287674991;0,037539627;0,160957719;6212,81172;692,6456599;926,0721123;Pequena;18387;4;13,568;18387;0,254118;0,0231508;0,0126769;0,00025895;0;0;0,209694;0,00833788
53;6738;4;Bacia do Rio Preguicas;Rio Preguicas;Rio Guaribas, Rio Cocal, Rio Grande, Rio Jucaral;Bacia do Rio Grande (MA), Bacia do Rio Cocal, Bacia do Rio Jucaral, Bacia do Rio Guaribas;Nome nao identificado;4;1;4027,452107;4027,452;193,7832453;65;477,4535267;7,345438872;0,016139236;0,118549771;8435,275649;0;193,7832453;Pequena;58707;9;0,163;58707;0,198873;0,129743;0,0461968;5,15E-05;0;0;0,0210658;0,00181644
54;6462;4;Bacia do Rio Aripuana;Rio Aripuana;Rio Roosevelt, Rio Guariba, Rio Branco, Rio Juma;Bacia do Rio Branco (MT), Bacia do Rio Guariba, Bacia do Rio Roosevelt, Bacia do Rio Juma;Bacia do Rio Amazonas e Bacia do Rio Madeira;8;3;146802,7559;146802,756;1207,83671;7417;29965,60865;4,040125206;0,050523575;0,204121568;4899,04135;1653,493196;2861,329906;Media;112851;19;384,14;112851;2,25815;0,207879;0,0699862;0,00902362;0,00314395;0;1,5131;0,455025
55;6776;4;Bacia do Rio de Contas;Rio de Contas;Rio Conguji, Rio do Antonio, Rio Gaviao;Bacia do Rio Gaviao, Bacia do Rio do Antonio, Bacia do Rio Conguji;Nome nao identificado;7;1;54805,17797;54805,178;621,1553353;1589;8345,57849;5,252094707;0,028993611;0,15227719;6566,971725;0;621,1553353;Media;1109283;97;82,588;1109283;17,983;1,01223;0,496975;0,17077;0,0800692;0;1,03834;15,1846
57;6682;4;Bacia do Rio Sao Joao Grande;Rio Sao Joao Grande;Rio Murure, Ribeirao dos Patos, Ribeirao Sao Joaozinho, Ribeirao Piabanha Grande ou Claro;Bacia do Ribeirao Sao Joaozinho, Bacia do Ribeirao Piabanha Grande ou Claro, Bacia do Ribeirao dos Patos 1, Bacia do Rio Murure;Bacia Tocantins-Araguaia e Bacia do Rio das Mortes;7;3;8105,416208;8105,416;246,4126957;703;1559,051933;2,217712565;0,086732128;0,192346931;5198,939199;1790,216851;2036,629547;Pequena;7581;5;18,039;7581;0,226569;0,00744388;0,00361064;0,00006368;0,0000265;0;0,213475;0,00194917
58;6396;4;Bacia do Rio Gurijuba;Rio Gurijuba;Rio Piririm, Rio Pacui;Bacia do Rio Pacui, Bacia do Rio Piririm;Nome nao identificado;5;1;1255,980669;1255,981;114,8956272;33;134,715262;4,082280665;0,02627429;0,107259025;9323,224782;0;114,8956272;Pequena;3698;2;13,364;3698;0,0769375;0,0361374;0,00338137;0,0000712;0;0;0,0373476;0
59;6788;4;Bacia do Rio Piracicaba;Rio Piracicaba;Rio da Prata, Corrego Carvalhada, Ribeirao Sao Jose;Bacia do Corrego Carvalhada, Bacia do Rio da Prata 2, Bacia do Ribeirao Sao Jose;Bacia do Rio Doce;6;2;5453,834037;5453,834;256,4661386;190;928,4778924;4,88672575;0,034837877;0,170243151;5873,951423;425,2138094;681,6799481;Pequena;516195;31;30,594;516195;7,11984;1,49461;0,0517557;0,687433;4,13425;0;0,118491;0,633298
60;6756;4;Bacia Piranhas-Pianco;Rio Pianco e Rio Piranhas;Rio Espinhares, Rio Serido, Rio do Peixe, Riacho do Catole;Bacia do Rio do Peixe (PB), Bacia do Riacho do Catole, Bacia do Rio Serido, Bacia do Rio Espinhares;Nome nao identificado;7;1;39890,63306;39890,633;515,7090823;2314;8569,114376;3,703160923;0,058008606;0,214815201;4655,164036;0;515,7090823;Media;1271951;172;11,85;1271951;13,0041;1,88874;0,435938;0,146822;0,0134806;0;0,836046;9,68309
61;6622;4;Bacia do Rio Moju;Rio Moju;Rio Uba, Rio Acara, Rio Cairari, Igarape Mamorana Grande;Bacia do Rio Uba 1, Bacia do Rio Acara, Bacia do Rio Cairari, Bacia do Igarape Mamorana Grande;Bacia Tocantins-Araguaia e Bacia Capim-Ararandeua;7;3;29936,98154;29936,982;632,4343057;800;3969,381097;4,961726372;0,026722801;0,132591226;7541,97715;113,1326199;745,5669257;Media;334779;19;169,645;334779;1,5719;0,483486;0,22254;0,11339;0,000307443;0;0,350355;0,401825
62;6828;4;Bacia do Rio Pelotas;Rio Pelotas;Rio Bernardo Jose, Rio Lava-Tudo, Rio Santana, Rio Pelotinhas;Bacia do Rio Lava-Tudo, Bacia do Rio Santana (RS), Bacia do Rio Pelotinhas, Bacia do Rio Bernardo Jose;Bacia do Rio da Prata e Bacia do Rio Uruguai;6;3;13439,31634;13439,316;445,4546079;573;3004,034987;5,242643957;0,042636097;0,223525878;4473,754932;2011,207843;2456,662451;Media;101111;31;47,396;101111;0,698784;0,157136;0,0358274;0,0186279;0,00147336;0;0,397385;0,0883343
63;6416;4;Bacia do Rio Jari;Rio Jari;Rio Ipitinga, Rio Iratapuru, Rio Mapari, Rio Cuc;Bacia do Rio Cuc, Bacia do Rio Mapari (AP), Bacia do Rio Iratapuru, Bacia do Rio Ipitinga;Bacia do Rio Amazonas;7;2;58133,23118;57524,229;901,6854591;2979;11703,32042;3,928607057;0,051244356;0,201318939;4967,242549;301,0601546;1202,745614;Media;59428;6;146,635;59428;0,946222;0,205878;0,0116619;0,703683;0,00637613;0;0,0165341;0,00208911
1;6386;4;Bacia do Rio Tajaui;Rio Tajaui;Nome nao identificado;;Bacia do Rio Araguari;5;2;2321,898668;2321,899;156,1431753;83;380,6294303;4,58589675;0,035746607;0,16393025;6100,155384;452,2138842;608,3570595;Pequena;125;3;3,103;125;0,000954041;0;3,62E-05;0;0,000467429;0;0,000409218;4,12E-05
2;6766;4;Bacia do Rio Verde Grande;Rio Verde Grande;Rio Verde Pequeno, Ribeirao do Ouro e Rio Sucuapara, Rio Quem-Quem, Rio Gorutuba;Bacia Ouro-Sucuapara, Bacia do Rio Gorutuba, Bacia do Rio Quem-Quem, Bacia do Rio Verde Pequeno;Bacia do Rio Sao Francisco;7;2;31336,95082;31336,951;568,0432158;575;4274,942687;7,434682933;0,018348945;0,136418591;7330,37917;1625,606323;2193,649539;Media;739229;45;3,587;739229;13,7316;1,21569;0,235934;0,251048;0,0159567;0;0,689011;11,324
3;6774;4;Bacia do Rio Paraguacu;Rio Paraguacu;Rio Capivari, Rio do Peixe, Rio Utinga, Rio Jacuipe;Bacia do Rio Jacuipe 1, Bacia do Rio Utinga, Bacia do Rio do Peixe (BA), Bacia do Rio Capivari;Nome nao identificado;7;1;54957,37684;54957,377;679,8275777;1113;6747,601483;6,062535025;0,020252058;0,122778813;8144,727721;0;679,8275777;Media;1385015;93;13,331;1385015;22,0317;1,43418;0,608698;0,453447;0,00706576;0;0,933948;18,5943
4;6564;4;Bacia do Rio Cajueiro;Rio Cajueiro;Nome nao identificado;Nome nao identificado;Nome nao identificado;3;2;107,255446;107,255;28,59520698;3;28,73927623;9,579758745;0,027970608;0,267951673;3732,016254;3,892602269;32,48780925;Pequena;113;1;;113;0,00411508;0;0,000597417;0;0;0;0,00351763;0
64;6444;4;Bacia do Rio Teles Pires;Rio Teles Pires;Rio dos Apiacas, Rio Peixoto de Azevedo, Rio Sao Benedito, Rio Verde;Bacia do Rio Verde (MT), Bacia do Rio Sao Benedito, Bacia do Rio Peixoto de Azevedo, Bacia do Rio dos Apiacas;Bacia do Rio Amazonas e Bacia do Rio Tapajos;8;3;141913,5442;141913,544;1643,599076;6508;25693,45729;3,94798053;0,045858907;0,181050071;5523,333921;1507,480929;3151,080005;Media;482826;40;865,682;482826;9,89475;1,13886;0,119952;0,473702;0,0143736;0;3,3183;4,82956
65;6432;4;Bacia do Rio Jauaru;Rio Jauaru;Igarape do Limao, Rio Parauaquara;Bacia do Rio Parauaquara, Bacia do Igarape do Limao;Bacia do Rio Amazonas;6;2;6190,707758;6190,708;228,2958665;410;1310,385389;3,196061925;0,066228292;0,211669722;4724,341258;491,7680566;720,0639231;Pequena;6540;3;2,124;6540;0,150057;0,00528208;0,00870119;0,000014795;0;0;0,132928;0,00313077
66;6822;4;Bacia do Rio Negro;Rio Negro;Nome nao identificado;Nome nao identificado;Bacia do Rio da Prata e Bacia do Rio Uruguai;5;3;71448,99107;2999,912;718,0816955;120;1211,722429;10,09768691;0,00167952;0,016959266;58964,81683;360,5901227;1078,671818;Media;118729;6;275,3;118729;6,28061;0,211969;0,0174042;0,0304695;0,000002876;0;0,14662;5,87414
67;6646;4;Bacia do Rio Anapu;Rio Anapu;Rio Pracupi, Rio Caxiuana, Rio Tuere, Rio Pracui;Bacia do Rio Pracui, Bacia do Rio Tuere, Bacia do Rio Caxiuana, Bacia do Rio Pracupi;Bacia Tocantins-Araguaia e Bacia do Rio Pacaja;7;3;21955,53454;21955,535;517,8426904;1079;3906,85628;3,620812122;0,049144784;0,177944029;5619,744616;370,1653596;888,0080499;Media;31884;7;63,504;31884;0,279838;0,0489594;0,0408946;0,000726189;0;0;0,185163;0,00409471
69;6428;4;Bacia do Rio Von Den Steinen;Rio Von Den Steinen;Rio Tamitatoala ou Batovi, Rio Santo Cristo, Rio Ronuro, Rio Ferro;Bacia do Rio Ferro, Bacia do Rio Santo Cristo, Bacia do Rio Ronuro, Bacia do Rio Tamitatoala ou Batovi;Bacia do Rio Amazonas e Bacia do Rio Xingu;7;3;30351,51902;30351,519;476,7308464;842;3734,895501;4,435742875;0,02774161;0,123054648;8126,470743;2098,004189;2574,735036;Media;10543;5;204,254;10543;0,764646;0,0184708;0,00808817;0,00528744;0,0000637;0;0,185086;0,547651
112;6576;4;Bacia do Rio Ganhoao;Rio Ganhoao;Nome nao identificado;Nome nao identificado;Nome nao identificado;4;1;138,0063385;130,106;21,04363185;6;30,89281655;5,148802759;0,043476264;0,223850708;4467,26307;0;21,04363185;Pequena;1356;1;0,614;1356;0,000364583;0;0,00036462;0;0;0;0;0
70;6728;4;Bacia do Rio Corda ou Capim;Rio Corda ou Capim;Baixao do Sabonete, Rio Ourives, Rio Pau Grosso, Riacho Fundo;Bacia do Rio Pau Grosso, Bacia do Riacho Fundo (MA), Bacia do Rio Ourives, Bacia do Baixao do Sabonete;Bacia do Rio Mearim;5;2;4642,469306;4642,469;157,3864082;32;373,5715228;11,67411009;0,006892883;0,080468281;12427,25696;672,018735;829,4051431;Pequena;18121;4;1,254;18121;0,0725079;0,0491148;0,0095057;0,00204863;0;0;0,0114819;0,000356878
71;6384;4;Bacia do Rio Falsino;Rio Falsino;Igarape do Braco;Bacia do Igarape do Braco;Bacia do Rio Araguari;5;2;4080,920064;4080,92;197,5564919;153;669,5029381;4,375836197;0,037491545;0,164056862;6095,44758;319,7969122;517,3534041;Pequena;0;5;6,165;0;0,00397826;0;0,00301694;0;0;0;0,00096166;0
72;6422;4;Bacia do Rio Iriri;Rio Iriri;Riozinho do Anfrisio, Rio Curua, Rio Novo;Bacia do Rio Curua 2, Bacia do Riozinho do Anfrisio, Bacia do Rio Novo (PA) 1;Bacia do Rio Amazonas e Bacia do Rio Xingu;7;3;141634,4242;141634,424;1272,722677;8637;29572,86482;3,42397416;0,060980938;0,208797155;4789,337286;818,289494;2091,012171;Media;17229;13;130,911;17229;0,568125;0,065941;0,0208486;0,00105828;0,000384274;0;0,470882;0,00901039
73;6458;4;Bacia do Rio Urubu;Rio Urubu;Igarape Preto, Igarape Jatuarana, Igarape Urubui;Bacia do Igarape Urubui, Bacia do Igarape Jatuarana, Bacia do Igarape Preto;Bacia do Rio Amazonas;5;2;8283,333274;8283,333;341,0822321;601;1836,815072;3,056264679;0,072555333;0,2217483;4509,617435;1275,764826;1616,847058;Pequena;23124;6;73,01;23124;0,12543;0,0384564;0,029073;0,022843;2,77E-06;0;0,0119894;0,0230662
74;6714;4;Bacia do Rio Gurupi;Rio Gurupi;Rio Uraim, Rio Itinga, Rio Croanta, Igarape Gurupi-Mirim;Bacia do Rio Croanta, Bacia do Rio Itinga, Bacia do Igarape Gurupi-Mirim, Bacia do Rio Uraim;Nome nao identificado;7;1;34928,89385;34928,894;878,736908;427;3473,855434;8,135492819;0,012224836;0,099455066;10054,79201;0;878,736908;Media;371253;27;109,179;371253;2,66915;1,08312;0,122201;0,265991;0,109129;0;0,569636;0,519071
75;6664;4;Bacia do Rio do Sono;Rio do Sono;Rio Perdida, Rio das Balsas, Rio Novo, Rio Soninho;Bacia do Rio Perdida, Bacia do Rio Novo (TO), Bacia do Rio Soninho 2, Bacia do Rio das Balsas;Bacia Tocantins-Araguaia e Bacia do Rio Tocantins;7;3;45476,12061;45476,121;465,1958971;1324;5513,481169;4,164260702;0,029114181;0,121239039;8248,168301;1355,226422;1820,422319;Media;51342;28;283,329;51342;1,04894;0,107596;0,0269352;0,062424;0,000304313;0;0,258501;0,59318
76;6798;4;Bacia do Canal de Sao Goncalo;Canal de Sao Goncalo;Arroio Sao Miguel, Rio Piratini, Rio ou Arroio Jaguarao;Bacia do Rio ou Arroio Jaguarao, Bacia do Arroio Sao Miguel, Bacia do Rio Piratini 2;Nome nao identificado;6;1;58390,71071;26037,611;498,6377361;371;3581,290155;9,653073193;0,00635375;0,061333217;16304,37864;0;498,6377361;Media;507861;20;81,702;507861;58,6208;1,18198;0,0894983;0,204022;0,445144;0,14312;0,770109;55,787
77;6494;4;Bacia do Rio Japura;Rio Japura;Rio Apaporis, Rio PuruE;Bacia do Rio PuruE, Bacia do Rio Apaporis;Bacia do Rio Amazonas;7;2;270492,3149;59367,281;2176,074269;2873;13923,95498;4,846486243;0,010621374;0,051476342;19426,39971;2270,316102;4446,390371;Grande;22869;9;5726,17;22869;0,0483473;0,0397894;0,0071474;0;0,000003761;0;0,00135269;5,38E-05
78;6658;4;Bacia do Rio Jacunda;Rio Jacunda;Igarape TrEs Barras, Igarape Maguari, Rio Jacundazinho, Corrego Grotao;Bacia do Igarape Maguari, Bacia do Igarape TrEs Barras, Bacia do Rio Jacundazinho, Bacia do Corrego Grotao;Bacia Tocantins-Araguaia;5;2;1772,67708;1772,677;101,1705564;41;202,5646884;4,940602156;0,02312886;0,114270496;8751,165338;669,4601761;770,6307325;Pequena;3504;5;8,363;3504;0,105685;0,00475629;0,00564803;0,0000328;0;0;0,095089;0,0001593
80;6794;4;Bacia do Rio Ribeira;Rio Ribeira;Rio Jacupiranga, Rio Pardo e Rio Capivari, Rio Juquia;Bacia Pardo-Capivari, Bacia do Rio Juquia, Bacia do Rio Jacupiranga;Nome nao identificado;6;1;24452,82655;24452,73;578,108509;665;4682,828088;7,04184675;0,02719522;0,191504572;5221,80744;0;578,108509;Media;432459;59;166,203;432459;3,00825;0,783544;0,253006;0,101874;0,226908;0,154556;0,298306;1,19006
81;6438;4;Bacia do Rio Cuminapanema;Rio Cuminapanema;Rio Curua, Rio Mamia, Igarape do Inferno;Bacia do Rio Mamia, Bacia do Rio Curua 1, Bacia do Igarape do Inferno;Bacia do Rio Amazonas;7;2;28737,56248;28737,562;538,4976106;1117;4336,584183;3,882349313;0,038868989;0,150902993;6626,773807;676,1666557;1214,664266;Media;64758;6;3,811;64758;0,253989;0,076115;0,0473317;0,00067102;0,000003894;0;0,124316;0,0055502
82;6582;4;Bacia de nome nao identificado;Nome nao identificado;Nome nao identificado;Nome nao identificado;Bacia do Canal das Tartarugas;4;2;327,781778;327,782;66,87597651;10;23,11728252;2,311728252;0,030508102;0,070526442;14179,07912;17,58735946;84,46333596;Pequena;0;3;1,34;0;0,000656506;0;0,000656486;0;0;0;0;0
83;6716;4;Bacia do Rio Maracacume;Rio Maracacume;Rio Coqueiro, Rio Pacoral, Rio Urubiquara, Rio Macaxeira;Bacia do Rio Urubiquara, Bacia do Rio Macaxeira, Bacia do Rio Pacoral, Bacia do Rio Coqueiro;Nome nao identificado;4;1;6378,821177;6365,136;241,4906662;100;661,0468615;6,610468615;0,015676878;0,103631509;9649,574861;0;241,4906662;Pequena;92474;15;5,002;92474;0,350643;0,201585;0,0394399;0,000210035;2,59E-06;0;0,100436;0,00897069
84;6398;4;Bacia de nome nao identificado;Nome nao identificado;Nome nao identificado;Nome nao identificado;Nome nao identificado;3;1;222,3388345;222,339;19,20941091;6;17,61352514;2,935587524;0,026985839;0,079219292;12623,18773;0;19,20941091;Pequena;13;1;;13;0,00199541;0;0,00145975;0;0;0;0,000535668;0
85;6712;4;Bacia do Rio Piria;Rio Piria;Rio Peritoro;Bacia do Rio Peritoro (PA);Nome nao identificado;5;1;5488,357736;5488,269;284,7187143;96;569,3715208;5,930953342;0,017491571;0,103741693;9639,326056;0;284,7187143;Pequena;44807;7;32,169;44807;0,208333;0,0696113;0,0477211;0,000058441;0,00128045;0;0,0802909;0,00937118
86;6446;4;Bacia do Rio Arinos;Rio Arinos;Rio Sao Venceslau ou Arthur ou Tapaiuna, Rio dos Peixes, Rio Claro, Rio Alegre e Rio Parecis;Bacia do Rio dos Peixes, Bacia do Rio Claro (MT), Bacia Parecis-Alegre, Bacia do Rio Sao Venceslau ou Arthur ou Tapaiuna;Bacia do Rio Amazonas e Bacia do Rio Tapajos;6;3;59072,41671;59072,417;898,2151257;1635;7425,47038;4,541572098;0,027677893;0,125701144;7955,377058;1956,810917;2855,026043;Media;116106;20;490,268;116106;3,90583;0,274706;0,0369889;0,160275;0,000348293;0;1,17832;2,25519
87;6634;4;Bacia do Rio Marajo-Acu;Rio Marajo-Acu;Rio Fortaleza e Igarape dos Marcos, Rio Quia-Parana;Bacia Fortaleza-Marcos, Bacia do Rio Quia-Parana;Bacia Tocantins-Araguaia;5;2;1057,037841;1057,038;74,6036297;44;163,2024036;3,709145537;0,041625757;0,15439599;6476,852163;96,51288005;171,1165097;Pequena;20096;3;8,973;20096;0,134277;0,0272939;0,0065637;0;0;0;0,0549982;0,0454216
88;6866;4;Bacia do Rio TietE;Rio TietE;Rio Jacare-Guacu, Ribeirao dos Porcos, Rio Piracicaba, Rio Sorocaba;Bacia do Rio Sorocaba, Bacia do Rio Piracicaba, Bacia do Ribeirao dos Porcos, Bacia do Rio Jacare-Guacu;Bacia do Rio da Prata e Bacia do Rio Parana;7;3;71983,37558;71983,376;1067,7723;2061;11291,64215;5,478720111;0,028631611;0,156864582;6374,925332;2663,822415;3731,594716;Media;28435208;293;1833,64;28435208;151,281;96,0764;0,915591;29,7175;0,273381;1,63839;2,42237;20,2374
89;6624;4;Bacia do Rio Guama;Rio Guama;Igarape Jipuuba, Rio Sujo, Rio Irituia, Igarape Jacamim;Bacia do Rio Irituia, Bacia do Igarape Jacamim, Bacia do Rio Sujo, Bacia do Igarape Jipuuba;Bacia Tocantins-Araguaia e Bacia Capim-Ararandeua;6;3;8813,750062;8813,75;355,3364143;224;1043,546923;4,658691618;0,025414835;0,118399877;8445,954726;224,1477583;579,4841726;Pequena;207253;16;49,313;207253;0,82302;0,358077;0,124136;0,0114826;0,00111406;0;0,221755;0,106454
